Item_Number,Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
217,"Effy 14K White Gold Blue Topaz and Diamond Ring, 2.44 TCW",1297.5,2595,14K Gold,White,"Oval Blue Topaz 2, Round Diamond 0.44",Rings,2.44,Oval Blue Topaz,2,Topaz,Blue,Oval,Round Diamond,0.44,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
218,"Effy 14K White Gold Blue Topaz and Diamond Ring, 5.42 TCW",1365,1950,14K Gold,White,"Oval Blue Topaz 5.3, Round Diamond 0.12,",Rings,5.42,Oval Blue Topaz,5.3,Topaz,Blue,Oval,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
219,"Effy 14K White Gold Cultured Fresh Water Pearl & Diamond Earrings, 0.11 TCW",597.5,1195,14K Gold,White,"Round Pearl, Round Diamond 0.11",Earrings,0.11,Round Pearl,0,Pearl,,Round,Round Diamond,0.11,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
220,"Effy 14K White Gold Cultured Fresh Water Pearl & Diamond Earrings, 0.21 TCW",1365,1950,14K Gold,White,"Round Pearl, Round Diamond 0.21",Earrings,0.21,Round Pearl,0,Pearl,,Round,Round Diamond,0.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
221,"Effy 14K White Gold Cultured Fresh Water Pearl & Diamond Ring, 0.16 TCW",1097.5,2195,14K Gold,White,"Round Pearl, Round Diamond 0.16,",Rings,0.16,Round Pearl,0,Pearl,,Round,Round Diamond,0.16,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
222,"Effy 14K White Gold Cultured Fresh Water Pearl and Diamond Ring, 0.14 TCW",1125,2250,14K Gold,White,"Round Pearl, Round Diamond 0.14,10mm Pearl.",Rings,0.14,Round Pearl,0,Pearl,,Round,Round Diamond,0.14,Diamond,,Round,10mm Pearl.,0,Pearl.,,10mm,,,,,,,,,,,,,,,
223,Effy 14K White Gold Cultured Fresh Water Pearl Bracelet,136.5,195,14K Gold,White,Round Pearl,Bracelets,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
224,Effy 14K White Gold Cultured Fresh Water Pearl Drop Earrings,206.5,295,14K Gold,White,Round Pearl,Earrings,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
225,Effy 14K White Gold Cultured Fresh Water Pearl Necklace,276.5,395,14K Gold,White,Round Pearl,Necklace and Pendant,0,Round Pearl,0,Pearl,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
226,"Effy 14K White Gold Dark Blue Sapphire and Diamond Pendant, 2.19 TCW",1725,3450,14K Gold,White,"Oval Blue Sapphire 1.9, Round Diamond 0.29",Necklace and Pendant,2.19,Oval Blue Sapphire,1.9,Sapphire,Blue,Oval,Round Diamond,0.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
227,"Effy 14K White Gold Dark Blue Sapphire and Diamond Ring, 1.89 TCW",2350,4700,14K Gold,White,"Oval Blue Sapphire 1.42, Round Diamond 0.47,",Rings,1.89,Oval Blue Sapphire,1.42,Sapphire,Blue,Oval,Round Diamond,0.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
228,"Effy 14K White Gold Diamond Band, 0.58 TCW",1395,1395,14K Gold,White,"Round Diamond 0.58,",Rings,0.58,Round Diamond,0.58,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
229,"Effy 14K White Gold Diamond Bangle, 1.46 TCW",9497.5,18995,14K Gold,White,Round Diamond 1.46,Bracelets,1.46,Round Diamond,1.46,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
230,"Effy 14K White Gold Diamond Bezel Set Pendant, 0.20 TCW",1095,1800,14K Gold,White,"Round Diamond 0.2,",Necklace and Pendant,0.2,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
231,"Effy 14K White Gold Diamond Clover Pendant, 0.23 TCW",847.5,1695,14K Gold,White,Round Diamond 0.23,Necklace and Pendant,0.23,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Effy 14K White Gold Diamond Cross Over Ring, 0.73 TCW",2175,4350,14K Gold,White,Round Diamond 0.73,Rings,0.73,Round Diamond,0.73,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Effy 14K White Gold Diamond Cross Pendant, 0.71 TCW",1396.5,1995,14K Gold,White,Round Diamond 0.71,Necklace and Pendant,0.71,Round Diamond,0.71,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Effy 14K White Gold Diamond Cross Pendant, 0.97 TCW",2097.5,4195,14K Gold,White,"Round Diamond 0.97,18"" Chain Included. Pendant 7/8""",Necklace and Pendant,0.97,Round Diamond,0.97,Diamond,,Round,"18"" Chain Included. Pendant",7,,,,,,,,,,,,,,,,,,,,,,,
235,"Effy 14K White Gold Diamond Drop Earrings, 0.68 TCW",1747.5,3495,14K Gold,White,Round Diamond 0.68,Earrings,0.68,Round Diamond,0.68,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
236,"Effy 14K White Gold Diamond Drop Pendant, 0.67 TCW",2750,5500,14K Gold,White,Round Diamond 0.67,Necklace and Pendant,0.67,Round Diamond,0.67,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
237,"Effy 14K White Gold Diamond Eternity Band Ring, 5.00 TCW",19386.5,27695,14K Gold,White,"Round Diamond 5,Full Eternity Band",Rings,5,Round Diamond,5,Diamond,,Round,Full Eternity Band,0,Band,Eternity,Full,,,,,,,,,,,,,,,,,,,,
238,"Effy 14K White Gold Diamond Geometric Ring, 0.66 TCW",1725,3450,14K Gold,White,"Round Diamond 0.66,",Rings,0.66,Round Diamond,0.66,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
239,"Effy 14K White Gold Diamond Gradient Necklace, 2.22 TCW",9997.5,19995,14K Gold,White,Round Diamond 2.22,Necklace and Pendant,2.22,Round Diamond,2.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
240,"Effy 14K White Gold Diamond Huggie Hoop Earrings,0.53 TCW",1497.5,2995,14K Gold,White,Round Diamond 0.53,Earrings,0.53,Round Diamond,0.53,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
241,"Effy 14K White Gold Diamond Necklace, 0.42 TCW",2097.5,4195,14K Gold,White,Round Diamond 0.42,Necklace and Pendant,0.42,Round Diamond,0.42,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
242,"Effy 14K White Gold Diamond Necklace, 9.46 TCW",37450,53500,14K Gold,White,"Round Diamond 9.46,16"" Length",Necklace and Pendant,9.46,Round Diamond,9.46,Diamond,,Round,"16"" Length",0,Length,,"16""",,,,,,,,,,,,,,,,,,,,
243,"Effy 14K White Gold Diamond Pave Ring, 1.47 TCW",4125,8250,14K Gold,White,Round Diamond 1.47,Rings,1.47,Round Diamond,1.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
244,"Effy 14K White Gold Diamond Pave Ring, 1.91 TCW",2747.5,5495,14K Gold,White,Round Diamond 1.91,Rings,1.91,Round Diamond,1.91,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
245,"Effy 14K White Gold Diamond Pendant, 1.29 TCW",2997.5,5995,14K Gold,White,Round Diamond 1.29,Necklace and Pendant,1.29,Round Diamond,1.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
246,"Effy 14K White Gold Diamond Petals Ring, 0.94 TCW",2675,5350,14K Gold,White,Round Diamond 0.94,Rings,0.94,Round Diamond,0.94,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Effy 14k White Gold Diamond ring, 0.62 TCW",1497.5,2995,14K Gold,White,"Baguette Diamond 0.31, Round Diamond 0.31",Rings,0.62,Baguette Diamond,0.31,Diamond,,Baguette,Round Diamond,0.31,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
248,"Effy 14K White Gold Diamond Ring, 0.71 TCW",1800,3600,14K Gold,White,"Round Diamond 0.71,",Rings,0.71,Round Diamond,0.71,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Effy 14K White Gold Diamond Ring, 0.86 TCW",2447.5,4895,14K Gold,White,Round Diamond 0.86,Rings,0.86,Round Diamond,0.86,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
250,"Effy 14K White Gold Diamond Ring, 1.04 TCW",2870,4100,14K Gold,White,"Multi-Shape Diamond 1.04,",Rings,1.04,Multi-Shape Diamond,1.04,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
251,"Effy 14K White Gold Diamond Ring, 1.21 TCW",2997.5,5995,14K Gold,White,Multi-Shape Diamond 1.21,Rings,1.21,Multi-Shape Diamond,1.21,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
252,"Effy 14K White Gold Diamond Ring, 2.10 TCW",4297.5,8595,14K Gold,White,Round Diamond 2.01,Rings,2.1,Round Diamond,2.01,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
253,"Effy 14K White Gold Diamond Ring, 2.31 TCW",5597.5,11195,14K Gold,White,Round Diamond 2.31,Rings,2.31,Round Diamond,2.31,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
254,Effy 14K White Gold Diamond Ring. 2.25 TCW,7250,14500,14K Gold,White,"Multi-Shape Diamond 2.25,",Rings,0,Multi-Shape Diamond,2.25,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
255,"Effy 14K White Gold Diamond Stud Earring, 2.00 TCW",6995,6995,14K Gold,White,Round Diamond 2,Earrings,2,Round Diamond,2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
256,"Effy 14K White Gold Diamond Tennis Bracelet, 12.00 TCW",41996.5,59995,14K Gold,White,Round Diamond 12,Bracelets,12,Round Diamond,12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
257,"Effy 14K White Gold Diamond Tennis Bracelet, 6.50 TCW",14400,28800,14K Gold,White,Round Diamond 6.5,Bracelets,6.5,Round Diamond,6.5,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
258,"Effy 14K White Gold Diamond Tennis Bracelet, 9.00 TCW",30796.5,43995,14K Gold,White,Round Diamond 9,Bracelets,9,Round Diamond,9,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
259,"Effy 14K White Gold Emerald and Diamond Filigree Ring, 2.28 TCW",3750,7500,14K Gold,White,"Oval Emerald 1.52, Round Diamond 0.76",Rings,2.28,Oval Emerald,1.52,Emerald,,Oval,Round Diamond,0.76,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
260,"Effy 14K White Gold Emerald and Diamond Pendant, 1.31 TCW",1997.5,3995,14K Gold,White,"Oval Emerald 1.14, Round Diamond 0.17",Necklace and Pendant,1.31,Oval Emerald,1.14,Emerald,,Oval,Round Diamond,0.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
261,"Effy 14K White Gold Emerald and Diamond Pendant, 1.41 TCW",1747.5,3495,14K Gold,White,"Oval Emerald 1.14, Round Diamond 0.27",Necklace and Pendant,1.41,Oval Emerald,1.14,Emerald,,Oval,Round Diamond,0.27,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
262,"Effy 14K White Gold Emerald and Diamond Ring, 2.27 TCW",2925,5850,14K Gold,White,"Emerald Emerald 1.96, Round Diamond 0.31,",Rings,2.27,Emerald Emerald,1.96,Emerald,,Emerald,Round Diamond,0.31,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
263,"Effy 14K White Gold Emerald and Diamond Vines Ring, 1.94 TCW",2697.5,5395,14K Gold,White,"Emerald Emerald 1.42, Round Diamond 0.52,",Rings,1.94,Emerald Emerald,1.42,Emerald,,Emerald,Round Diamond,0.52,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
264,"Effy 14K White Gold Emerald Cut Tanzanite and Diamond Ring, 2.73 TCW",3747.5,7495,14K Gold,White,"Emerald Tanzanite 2.09, Round Diamond 0.64,",Rings,2.73,Emerald Tanzanite,2.09,Tanzanite,,Emerald,Round Diamond,0.64,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
265,"Effy 14K White Gold Espresso and White Diamond Bangle, 2.13 TCW",5736.5,8195,14K Gold,White,"Round Cognac Diamond 1.76, Round Diamond 0.37,7"" Bangle",Bracelets,2.13,Round Cognac Diamond,1.76,Diamond,Cognac,Round,Round Diamond,0.37,Diamond,,Round,"7"" Bangle",0,Bangle,,"7""",,,,,,,,,,,,,,,
266,"Effy 14K White Gold Espresso and White Diamond Pendant, 0.62 TCW",1247.5,2495,14K Gold,White,Round Diamond 0.62,Necklace and Pendant,0.62,Round Diamond,0.62,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
267,"Effy 14K White Gold Espresso, Black and White Diamond Pendant, 1.30 TCW",1997.5,3995,14K Gold,White,Round Diamond 1.3,Necklace and Pendant,1.3,Round Diamond,1.3,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
268,"Effy 14K White Gold Multi Gemstone Earrings, 8.64 TCW",1645,2350,14K Gold,White,"Multi-Shape Multi-Color 8.55, Round Diamond 0.09",Earrings,8.64,Multi-Shape Multi-Color,8.55,Multi-Color,,Multi-Shape,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
269,"Effy 14K White Gold Multi Sapphire Pendant, 1.08 TCW",812.5,1625,14K Gold,White,Round Multi-Sapphire 1.08,Necklace and Pendant,1.08,Round Multi-Sapphire,1.08,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
270,"Effy 14K White Gold Pear Cut Tanzanite and Diamond Ring, 0.74 TCW",2026.5,2895,14K Gold,White,"Pear Tanzanite 1.14, Round Diamond 0.22,",Rings,0.74,Pear Tanzanite,1.14,Tanzanite,,Pear,Round Diamond,0.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
271,"Effy 14K White Gold Pink and White Diamond Pendant, 0.48 TCW",3846.5,5495,14K Gold,White,"Round Pink Diamond 0.26, Round Diamond 0.22",Necklace and Pendant,0.48,Round Pink Diamond,0.26,Diamond,Pink,Round,Round Diamond,0.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
272,"Effy 14K White Gold Pink Topaz Three Stone Ring, 8.00 TCW",825,1650,14K Gold,White,"Round Pink Topaz 8.00,",Rings,8,Round Pink Topaz,8,Topaz,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
273,"Effy 14K White Gold Ruby and Diamond Necklace, 6.11 TCW",11750,23500,14K Gold,White,"Oval Ruby 4.45, Round Diamond 1.66",Necklace and Pendant,6.11,Oval Ruby,4.45,Ruby,,Oval,Round Diamond,1.66,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
274,"Effy 14K White Gold Sapphire and Diamond Earrings, 0.85 TCW",625,1250,14K Gold,White,"Emerald Blue Sapphire 0.76, Round Diamond 0.09",Earrings,0.85,Emerald Blue Sapphire,0.76,Sapphire,Blue,Emerald,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
275,"Effy 14K White Gold Sapphire, Tsavorite & Diamond Ring, 4.09 TCW",2697.5,5395,14K Gold,White,"Multi-Shape Multi-Color 3.63, Round Diamond 0.46",Rings,4.09,Multi-Shape Multi-Color,3.63,Multi-Color,,Multi-Shape,Round Diamond,0.46,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
276,"Effy 14K White Gold Smokey Quartz and Diamond Earrings, 4.23 TCW",537.5,1075,14K Gold,White,"Oval Smokey Quartz 4.15, Round Diamond 0.08",Earrings,4.23,Oval Smokey Quartz,4.15,Quartz,Smokey,Oval,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
277,"Effy 14K White Gold Tanzanite & Diamond Tennis Bracelet, 14.74 TCW",6370,9100,14K Gold,White,"Round Tanzanite 14.25, Round Diamond 0.49",Bracelets,14.74,Round Tanzanite,14.25,Tanzanite,,Round,Round Diamond,0.49,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
278,"Effy 14K White Gold Tanzanite and Diamond Double Loop Ring, 4.31 TCW",6856.5,9795,14K Gold,White,"Round Tanzanite 3.8, Round Diamond 0.51,",Rings,4.31,Round Tanzanite,3.8,Tanzanite,,Round,Round Diamond,0.51,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
279,"Effy 14K White Gold Tanzanite and Diamond Ring, 1.51 TCW",1475,2950,14K Gold,White,"Round Tanzanite 1.33, Round Diamond 0.18",Rings,1.51,Round Tanzanite,1.33,Tanzanite,,Round,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
280,"Effy 14K White Gold Tanzanite and Diamond Ring, 1.89 TCW",1912.5,3825,14K Gold,White,"Cushion Tanzanite 1.66, Round Diamond 0.23,",Rings,1.89,Cushion Tanzanite,1.66,Tanzanite,,Cushion,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
281,"Effy 14K White Gold Tanzanite and Diamond Ring, 1.97 TCW",3075,6150,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.45,",Rings,1.97,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.45,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
282,"Effy 14K White Gold Tanzanite and Diamond Ring, 2.08 TCW",1947.5,3895,14K Gold,White,"Oval Tanzanite 1.71, Round Diamond 0.37,",Rings,2.08,Oval Tanzanite,1.71,Tanzanite,,Oval,Round Diamond,0.37,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
283,"Effy 14K White Gold Tanzanite and Diamond Ring, 2.24 TCW",995,995,14K Gold,White,"Oval Tanzanite 2, Round Diamond 0.24,",Rings,2.24,Oval Tanzanite,2,Tanzanite,,Oval,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
284,"Effy 14K White Gold Tanzanite and Diamond Ring, 2.30 TCW",3200,6400,14K Gold,White,"Round Tanzanite 1.9, Round Diamond 0.4",Rings,2.3,Round Tanzanite,1.9,Tanzanite,,Round,Round Diamond,0.4,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
285,"Effy 14K White Gold Tanzanite and Diamond Trillion Pendant, 0.72 TCW",595,595,14K Gold,White,"Trillion Tanzanite 0.66, Round Diamond 0.06",Necklace and Pendant,0.72,Trillion Tanzanite,0.66,Tanzanite,,Trillion,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
286,"Effy 14K White Gold Topaz and Diamond Earrings, 18.21 TCW",1747.5,3495,14K Gold,White,"Pear Blue Topaz 18.05, Round Diamond 0.16",Earrings,18.21,Pear Blue Topaz,18.05,Topaz,Blue,Pear,Round Diamond,0.16,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
287,"Effy 14K White Gold Topaz and Diamond Earrings, 9.25 TCW",1365,1950,14K Gold,White,"Emerald Blue Topaz 9.2, Round Diamond 0.05",Earrings,9.25,Emerald Blue Topaz,9.2,Topaz,Blue,Emerald,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
288,"Effy 14K White Gold Topaz and Diamond Pendant, 8.48 TCW",1225,1750,14K Gold,White,"Emerald Blue Topaz 8.45, Round Diamond 0.03",Necklace and Pendant,8.48,Emerald Blue Topaz,8.45,Topaz,Blue,Emerald,Round Diamond,0.03,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
289,"Effy 14K White Gold Topaz and Diamond Ring, 8.52 TCW",1365,1950,14K Gold,White,"Emerald Blue Topaz 8.45, Round Diamond 0.07,",Rings,8.52,Emerald Blue Topaz,8.45,Topaz,Blue,Emerald,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
290,"Effy 14K White Gold Trillion Tanzanite and Diamond Ring, 0.96 TCW",1396.5,1995,14K Gold,White,"Trillion Tanzanite 0.76, Round Diamond 0.2,",Rings,0.96,Trillion Tanzanite,0.76,Tanzanite,,Trillion,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
291,"Effy 14K White Gold Two-of-Us Diamond Ring, 0.39 TCW",1300,2600,14K Gold,White,"Round Diamond 0.39,",Rings,0.39,Round Diamond,0.39,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
292,"Effy 14K White Gold Two-of-Us Diamond Ring, 0.49 TCW",1497.5,2995,14K Gold,White,"Round Diamond 0.49,",Rings,0.49,Round Diamond,0.49,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
293,"Effy 14K White Gold Two-of-Us Diamond Ring, 0.59 TCW",2142.5,4285,14K Gold,White,"Round Diamond 0.59,",Rings,0.59,Round Diamond,0.59,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
294,"Effy 14K White Gold Yellow and White Diamond Earrings, 0.93 TCW",2997.5,5995,14K Gold,White,Round Diamond 0.93,Earrings,0.93,Round Diamond,0.93,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Effy 14K Yellow Gold Abalone and Diamond Palm Tree Pendant, 4.52 TCW",695,1295,14K Gold,Yellow,"Round Abalone 4.45, Round Diamond 0.07",Necklace and Pendant,4.52,Round Abalone,4.45,Abalone,,Round,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
296,"Effy 14K Yellow Gold Alexandrite and Diamond Ring, 0.57 TCW",3286.5,4695,14K Gold,Yellow,"Oval Alexandrite 0.33, Round Diamond 0.24",Rings,0.57,Oval Alexandrite,0.33,Alexandrite,,Oval,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
297,"Effy 14K Yellow Gold Alexandrite and Diamond Ring, 0.84 TCW",2575,5150,14K Gold,Yellow,"Oval Alexandrite 0.42, Round Diamond 0.42",Rings,0.84,Oval Alexandrite,0.42,Alexandrite,,Oval,Round Diamond,0.42,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
298,"Effy 14K Yellow Gold Alexandrite and Diamond Swirl Pendant, 0.57 TCW",2796.5,3995,14K Gold,Yellow,"Round Alexandrite 0.37, Round Diamond 0.2",Necklace and Pendant,0.57,Round Alexandrite,0.37,Alexandrite,,Round,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
299,"Effy 14K Yellow Gold Amethyst and Diamond Ring, 0.75 TCW",626.5,895,14K Gold,Yellow,"Cushion Amethyst 0.7, Round Diamond 0.05",Rings,0.75,Cushion Amethyst,0.7,Amethyst,,Cushion,Round Diamond,0.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
300,"Effy 14K Yellow Gold Amethyst and Diamond Ring, 1.14 TCW",1396.5,1995,14k Gold,Yellow,"Emerald Amethyst 0.95, Round Diamond 0.19",Rings,1.14,Emerald Amethyst,0.95,Amethyst,,Emerald,Round Diamond,0.19,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
301,"Effy 14K Yellow Gold Amethyst Necklace, 1.00 TCW",447.5,895,14K Gold,Yellow,Square Amethyst 1,Necklace and Pendant,1,Square Amethyst,1,Amethyst,,Square,,,,,,,,,,,,,,,,,,,,,,,,,
302,"Effy 14K Yellow Gold Amethyst Stud Earrings, 4.25 TCW",696.5,995,14K Gold,Yellow,Cushion Amethyst 4.25,Earrings,4.25,Cushion Amethyst,4.25,Amethyst,,Cushion,,,,,,,,,,,,,,,,,,,,,,,,,
303,"Effy 14K Yellow Gold Black and White Diamond Crossover Ring, 0.72 TCW",2096.5,2995,14K Gold,Yellow,"Round Diamond 0.72,",Rings,0.72,Round Diamond,0.72,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Effy 14K Yellow Gold Black and White Diamond Pendant, 0.48 TCW",1676.5,2395,14K Gold,Yellow,Round Diamond 0.48,Necklace and Pendant,0.48,Round Diamond,0.48,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
305,"Effy 14K Yellow Gold Black and White Diamond Pendant, 1.39 TCW",2397.5,4795,14K Gold,Yellow,Round Diamond 1.39,Necklace and Pendant,1.39,Round Diamond,1.39,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
306,"Effy 14K Yellow Gold Black and White Diamond Ring, 0.62 TCW",2026.5,2895,14K Gold,Yellow,"Round Diamond 0.62,",Rings,0.62,Round Diamond,0.62,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Effy 14K Yellow Gold Black and White Diamond Ring, 1.84 TCW",2925,5850,14K Gold,Yellow,Round Diamond 1.84,Rings,1.84,Round Diamond,1.84,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Effy 14K Yellow Gold Black Jade and Diamond Pendant, 4.18 TCW",1295,1850,14K Gold,Yellow,"Oval Black Jade 4, Round Diamond 0.18",Necklace and Pendant,4.18,Oval Black Jade,4,Jade,Black,Oval,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
309,"Effy 14K Yellow Gold Black Jade and Diamond Ring, 10.47 TCW",1925,2750,14K Gold,Yellow,"Oval Black Jade 10.4, Round Diamond 0.07,",Rings,10.47,Oval Black Jade,10.4,Jade,Black,Oval,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
310,"Effy 14K Yellow Gold Coral and Diamond Earrings, 5.93 TCW",1470,2100,14K Gold,Yellow,"Coral 5.8, Round Diamond 0.13,",Earrings,5.93,Coral,5.8,Coral,,,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
311,"Effy 14K Yellow Gold Coral and Diamond Pendant, 4.25 TCW",597.5,1195,14K Gold,Yellow,"Oval Coral 4.22, Round Diamond 0.03",Necklace and Pendant,4.25,Oval Coral,4.22,Coral,,Oval,Round Diamond,0.03,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
312,"Effy 14K Yellow Gold Cultured Fresh Water Pearl & Diamond Fringe Earrings, 0.12 TCW",805,1150,14K Gold,Yellow,"Round Pearl, Round Diamond 0.12",Earrings,0.12,Round Pearl,0,Pearl,,Round,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
313,"Effy 14K Yellow Gold Cultured Fresh Water Pearl 16.5"" Necklace",276.5,395,14K Gold,Yellow,"Pearl,",Necklace and Pendant,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"Effy 14K Yellow Gold Cultured Fresh Water Pearl 7"" Bracelet",136.5,195,14K Gold,Yellow,"Pearl,",Bracelets,0,Pearl,0,Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"Effy 14K Yellow Gold Cultured Fresh Water Pearl and Diamond Earrings, 0.34 TCW",1295,1850,14K Gold,Yellow,"Round Pearl, Round Diamond 0.34",Earrings,0.34,Round Pearl,0,Pearl,,Round,Round Diamond,0.34,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
