Item_Number,Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
1412,"Effy Novelty 14K Gold Blue, White and Black Diamond Evil Eye Ring, 0.37 TCW",1396.5,1995,14K Gold,Rose,"Round Diamond 0.37,",Rings,0.37,Round Diamond,0.37,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1413,"Effy Novelty 14K Gold Diamond and White Sapphire Totem Pendant, 0.28 TCW",1085,1550,14K Gold,Rose,"Round White Sapphire 0.25, Round Black Diamond 0.02, Round Diamond 0.01",Necklace and Pendant,0.28,Round White Sapphire,0.25,Sapphire,White,Round,Round Black Diamond,0.02,Diamond,Black,Round,Round Diamond,0.01,Diamond,,Round,,,,,,,,,,,,,,,
1414,"Effy Novelty 14K Gold Ruby, Sapphire & Diamond Eagle Head Pendant, 1.06 TCW",2275,3250,14K Gold,Yellow,"Round Multi-Color 0.71, Round Diamond 0.35",Necklace and Pendant,1.06,Round Multi-Color,0.71,Multi-Color,,Round,Round Diamond,0.35,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1415,"Effy Novelty 14K Gold Ruby, Sapphire and Diamond Eagle Pendant, 1.02 TCW",2275,3250,14K Gold,White,"Round Multi-Color 0.74, Round Diamond 0.28",Necklace and Pendant,1.02,Round Multi-Color,0.74,Multi-Color,,Round,Round Diamond,0.28,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1416,"Effy Novelty 14K Gold Sapphire & Diamond Evil Eye String Bracelet, 0.56 TW",1155,1650,14K Gold,White,"Round Blue Sapphire 0.33, Round Diamond 0.23,",Bracelets,0,Round Blue Sapphire,0.33,Sapphire,Blue,Round,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1417,"Effy Novelty 14K Gold Sapphire and Diamond Ship's Wheel Pendant, 0.09 TCW",766.5,1095,14K Gold,White,"Round Diamond 0.08, Round Blue Sapphire 0.01",Necklace and Pendant,0.09,Round Diamond,0.08,Diamond,,Round,Round Blue Sapphire,0.01,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,
1418,"Effy Novelty 14K Gold Tsavorite & Diamond Palm Tree Pendant, 0.54 TCW",875,1250,14K Gold,Yellow,"Round Tsavorite 0.46, Round Cognac Diamond 0.08",Necklace and Pendant,0.54,Round Tsavorite,0.46,Tsavorite,,Round,Round Cognac Diamond,0.08,Diamond,Cognac,Round,,,,,,,,,,,,,,,,,,,,
1419,"Effy Novelty 14K Gold Tsavorite and Diamond Evil Eye Pendant, 0.33 TCW",976.5,1395,14K Gold,Yellow,"Round Tsavorite 0.19, Round Diamond 0.12, Round Black Diamond 0.02",Necklace and Pendant,0.33,Round Tsavorite,0.19,Tsavorite,,Round,Round Diamond,0.12,Diamond,,Round,Round Black Diamond,0.02,Diamond,Black,Round,,,,,,,,,,,,,,,
1420,"Effy Novelty 14K Gold Turquoise & Diamond Evil Eye Bracelet, 0.64 TCW",1155,1650,14K Gold,Yellow,"Round Turquoise 0.45, Round Diamond 0.19,Adjustable 8"" Bolo Chain",Bracelets,0.64,Round Turquoise,0.45,Turquoise,,Round,Round Diamond,0.19,Diamond,,Round,Adjustable,8,Adjustable,,,,,,,,,,,,,,,,,
1421,"Effy Novelty 14K Gold Turquoise & Diamond Evil Eye Necklace, 1.14 TCW",1396.5,1995,14K Gold,Yellow,"Round Turquoise 0.85, Round Diamond 0.29",Necklace and Pendant,1.14,Round Turquoise,0.85,Turquoise,,Round,Round Diamond,0.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1422,"Effy Novelty 14K Rose and White Gold Diamond Heart Pendant, 0.31 TCW",1107.5,2215,14K Gold,Rose and White,"Round Diamond 0.31,",Necklace and Pendant,0.31,Round Diamond,0.31,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1423,"Effy Novelty 14K Rose Gold Diamond Heart Bracelet, 0.10 TCW",665,950,14K Gold,Rose,"Round Diamond 0.1,",Bracelets,0.1,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1424,"Effy Novelty 14K Rose Gold Diamond Heart Leather Choker, 0.12 TCW",945,1350,14K Gold,Rose,"Round Diamond 0.12,",Necklace and Pendant,0.12,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1425,"Effy Novelty 14K Rose Gold Diamond Heart String Bracelet, 0.13 TCW",696.5,995,14K Gold,Rose,"Round Diamond 0.13,",Bracelets,0.13,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1426,"Effy Novelty 14K Rose Gold Diamond Hearts Station Necklace, 0.45 TCW",1886.5,2695,14K Gold,Rose,"Round Diamond 0.45,16"" - 18"" Adjustable Length",Necklace and Pendant,0.45,Round Diamond,0.45,Diamond,,Round,"16"" -",18,-,,"16""",,,,,,,,,,,,,,,,,,,,
1427,"Effy Novelty 14K Rose Gold Diamond Love Pendant, 0.26 TCW",1256.5,1795,14K Gold,Rose,"Round Diamond 0.26,17"" Adjustable Chain Attached",Necklace and Pendant,0.26,Round Diamond,0.26,Diamond,,Round,"17"" Adjustable Chain Attached",0,,,,,,,,,,,,,,,,,,,,,,,
1428,"Effy Novelty 14K Rose Gold Diamond Octopus Pendant, 0.20 TCW",1505,2150,14K Gold,Rose,Round Diamond 0.2,Necklace and Pendant,0.2,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1429,"Effy Novelty 14K Rose Gold Diamond Palm Tree Pendant, 0.10 TCW",450,450,14K Gold,Rose,Round Diamond 0.1,Necklace and Pendant,0.1,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1430,"Effy Novelty 14K Rose Gold Diamond Teddy Bear Pendant, 0.51 TCW",1956.5,2795,14K Gold,Rose,Round Diamond 0.51,Necklace and Pendant,0.51,Round Diamond,0.51,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1431,"Effy Novelty 14K Rose Gold Ruby and Diamond Evil Eye Pendant, 0.39 TCW",976.5,1395,14K Gold,Rose,"Round Ruby 0.25, Round Diamond 0.12, Round Black Diamond 0.02",Necklace and Pendant,0.39,Round Ruby,0.25,Ruby,,Round,Round Diamond,0.12,Diamond,,Round,Round Black Diamond,0.02,Diamond,Black,Round,,,,,,,,,,,,,,,
1432,"Effy Novelty 14K Two Tone Gold Diamond Butterfly Necklace, 0.46 TCW",1375,2750,14K Gold,Rose and White,Round Diamond 0.46,Necklace and Pendant,0.46,Round Diamond,0.46,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1433,"Effy Novelty 14K Two Tone Gold Diamond Sailboat Pendant, 0.27 TCW",1396.5,1995,14K Gold,Yellow and White,Round Diamond 0.27,Necklace and Pendant,0.27,Round Diamond,0.27,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1434,"Effy Novelty 14K Two Tone Gold Diamond Shema Pendant, 0.47 TCW",2516.5,3595,14K Gold,Rose and White,Round Diamond 0.47,Necklace and Pendant,0.47,Round Diamond,0.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1435,"Effy Novelty 14K White and Rose Gold Diamond Ring, 0.18 TCW",1085,1550,14K Gold,Rose and White,"Round Diamond 0.18,",Rings,0.18,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1436,"Effy Novelty 14K White Gold Blue Sapphire & Diamond Evil Eye Ring, 0.45 TCW",1046.5,1495,14K Gold,White,"Round Blue Sapphire 0.28, Round Diamond 0.17,",Rings,0.45,Round Blue Sapphire,0.28,Sapphire,Blue,Round,Round Diamond,0.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1437,"Effy Novelty 14K White Gold Blue Sapphire Star of David Pendant, 0.36 TCW",766.5,1095,14K Gold,White,"Round Blue Sapphire 0.34, Round Diamond 0.02,Chain Included",Necklace and Pendant,0.36,Round Blue Sapphire,0.34,Sapphire,Blue,Round,Round Diamond,0.02,Diamond,,Round,Chain Included,0,Included,,Chain,,,,,,,,,,,,,,,
1438,"Effy Novelty 14K White Gold Diamond Anchor Pendant, 0.15 TCW",695,695,14K Gold,White,Round Diamond 0.15,Necklace and Pendant,0.15,Round Diamond,0.15,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1439,"Effy Novelty 14K White Gold Diamond Anchor Ring, 0.12 TCW",805,1150,14K Gold,White,"Round Diamond 0.12,",Rings,0.12,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1440,"Effy Novelty 14K White Gold Diamond and Enamel Evil Eye Pendant, 0.15 TCW",1050,2100,14K Gold,White,"Round Diamond 0.15,16""Chain Included. Pendant Length 1/2""",Necklace and Pendant,0.15,Round Diamond,0.15,Diamond,,Round,"16""Chain Included. Pendant Length",1,,,,,,,,,,,,,,,,,,,,,,,
1441,"Effy Novelty 14K White Gold Diamond and Tsavorite Snake Pendant, 0.13 TCW",997.5,1995,14K Gold,White,"Rectangle Diamond 0.11, Round Tsavorite 0.02",Necklace and Pendant,0.13,Rectangle Diamond,0.11,Diamond,,Rectangle,Round Tsavorite,0.02,Tsavorite,,Round,,,,,,,,,,,,,,,,,,,,
1442,"Effy Novelty 14K White Gold Diamond Bow Ring, 0.35 TCW",1536.5,2195,14K Gold,White,"Round Diamond 0.35,",Rings,0.35,Round Diamond,0.35,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1443,"Effy Novelty 14K White Gold Diamond Crescent & Star Necklace, 0.09 TCW",836.5,1195,14K Gold,White,Round Diamond 0.09,Necklace and Pendant,0.09,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1444,"Effy Novelty 14K White Gold Diamond Cross Bracelet, 0.09",626.5,895,14K Gold,White,Round Diamond 0.09,Bracelets,0,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1445,"Effy Novelty 14K White Gold Diamond Cross Necklace, .09 TCW",836.5,1195,14K Gold,White,Round Diamond 0.09,Necklace and Pendant,0.09,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1446,"Effy Novelty 14K White Gold Diamond Cross Ring, 0.10 TCW",626.5,895,14K Gold,White,"Round Diamond 0.1,",Rings,0.1,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1447,"Effy Novelty 14K White Gold Diamond Crown String Bracelet, 0.12 TCW",766.5,1095,14K Gold,White,"Round Diamond 0.12,",Bracelets,0.12,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1448,"Effy Novelty 14K White Gold Diamond Elephant Pendant, 0.73 TCW",2656.5,3795,14K Gold,White,Round Diamond 0.73,Necklace and Pendant,0.73,Round Diamond,0.73,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1449,"Effy Novelty 14K White Gold Diamond Heart Bracelet, 0.10 TCW",665,950,14K Gold,White,Round Diamond 0.1,Bracelets,0.1,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1450,"Effy Novelty 14K White Gold Diamond Heart Pendant, 0.10 TCW",766.5,1095,14K Gold,White,"Round Diamond 0.1,",Necklace and Pendant,0.1,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1451,"Effy Novelty 14K White Gold Diamond Infinity Bracelet, 0.12 TCW",696.5,995,14K Gold,White,Round Diamond 0.12,Bracelets,0.12,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1452,"Effy Novelty 14K White Gold Diamond Infinity Necklace, 0.08 TCW",906.5,1295,14K Gold,White,Round Diamond 0.08,Necklace and Pendant,0.08,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1453,"Effy Novelty 14K White Gold Diamond Infinity Ring, 0.06 TCW",626.5,895,14K Gold,White,"Round Diamond 0.06,",Rings,0.06,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1454,"Effy Novelty 14K White Gold Diamond Infinity String Bracelet, 0.11 TCW",665,950,14K Gold,White,"Round Diamond 0.11,",Bracelets,0.11,Round Diamond,0.11,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1455,"Effy Novelty 14K White Gold Diamond Initial Letter ""C"" Pendant, 0.22 TCW",1116.5,1595,14K Gold,White,Multi-Shape Diamond 0.22,Necklace and Pendant,0.22,Multi-Shape Diamond,0.22,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
1456,"Effy Novelty 14K White Gold Diamond Initial Letter ""K"" Pendant, 0.21 TCW",1116.5,1595,14K Gold,White,Multi-Shape Diamond 0.21,Necklace and Pendant,0.21,Multi-Shape Diamond,0.21,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
1457,"Effy Novelty 14K White Gold Diamond Moon and Stars Necklace, 0.38 TCW",1746.5,2495,14K Gold,White,"Round Diamond 0.38,",Necklace and Pendant,0.38,Round Diamond,0.38,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1458,"Effy Novelty 14K White Gold Diamond Palm Tree Necklace, 0.23 TCW",1186.5,1695,14K Gold,White,Round Diamond 0.23,Necklace and Pendant,0.23,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1459,"Effy Novelty 14K White Gold Diamond Palm Tree Pendant, 0.10 TCW",497.5,995,14K Gold,White,Round Diamond 0.1,Necklace and Pendant,0.1,Round Diamond,0.1,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1460,"Effy Novelty 14K White Gold Diamond Ribbon Pendant, 0.18 TCW",906.5,1295,14K Gold,White,Round Diamond 0.18,Necklace and Pendant,0.18,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1461,"Effy Novelty 14K White Gold Diamond Sideways Cross Necklace, 0.06 TCW",696.5,995,14K Gold,White,"Round Diamond 0.06,16"" Necklace",Necklace and Pendant,0.06,Round Diamond,0.06,Diamond,,Round,"16"" Necklace",0,Necklace,,"16""",,,,,,,,,,,,,,,,,,,,
1462,"Effy Novelty 14K White Gold Diamond Small Cross Pendant, 0.24 TCW",836.5,1195,14K Gold,White,"Round Diamond 0.24,18"" Chain Included. Pendant measures 3/8"" wide and 1/2"" high.",Necklace and Pendant,0.24,Round Diamond,0.24,Diamond,,Round,"18"" Chain Included. Pendant measures",3,,,,,,,,,,,,,,,,,,,,,,,
1463,"Effy Novelty 14K White Gold Diamond Star String Bracelet, 0.18 TCW",976.5,1395,14K Gold,White,"Round Diamond 0.18,",Bracelets,0.18,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1464,"Effy Novelty 14K White Gold Diamond Tree Necklace, 0.47 TCW",1536.5,2195,14K Gold,White,Round Diamond 0.47,Necklace and Pendant,0.47,Round Diamond,0.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1465,"Effy Novelty 14K White Gold Diamond Zig Zag Ring, 0.38 TCW",1956.5,2795,14K Gold,White,Round Diamond 0.38,Rings,0.38,Round Diamond,0.38,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1466,"Effy Novelty 14K White Gold Moon and Star Diamond Ring, 0.08 TCW",836.5,1195,14K Gold,White,"Round Diamond 0.08,",Rings,0.08,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1467,"Effy Novelty 14K White Gold Sapphire & Diamond Butterfly Pendant, 0.21 TCW",597.5,1195,14K Gold,White,"Round Blue Sapphire 0.19, Round Diamond 0.02",Necklace and Pendant,0.21,Round Blue Sapphire,0.19,Sapphire,Blue,Round,Round Diamond,0.02,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1468,"Effy Novelty 14K White Gold Sapphire & Diamond Evil Eye Bracelet, 0.43 TCW",906.5,1295,14K Gold,White,"Round Blue Sapphire 0.28, Round Diamond 0.15",Bracelets,0.43,Round Blue Sapphire,0.28,Sapphire,Blue,Round,Round Diamond,0.15,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1469,"Effy Novelty 14K White Gold Sapphire & Diamond Evil Eye Earrings, 0.57 TCW",1645,2350,14K Gold,White,"Round Blue Sapphire 0.25, Round Diamond 0.32",Earrings,0.57,Round Blue Sapphire,0.25,Sapphire,Blue,Round,Round Diamond,0.32,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1470,"Effy Novelty 14K White Gold Sapphire & Diamond Evil Eye Pendant, 0.42 TCW",836.5,1195,14K Gold,White,"Round Blue Sapphire 0.28, Round Diamond 0.14,18"" Chain Included. Eye measures 3/4"" wide x 7/16"" high",Necklace and Pendant,0.42,Round Blue Sapphire,0.28,Sapphire,Blue,Round,Round Diamond,0.14,Diamond,,Round,"18"" Chain Included. Eye measures",3,,,,,,,,,,,,,,,,,,
1471,"Effy Novelty 14K White Gold Sapphire Anchor String Bracelet, 0.15 TCW",556.5,795,14K Gold,White,"Round Blue Sapphire 0.15,",Bracelets,0.15,Round Blue Sapphire,0.15,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1472,"Effy Novelty 14K White Gold Sapphire and Diamond Cross Pendant, 0.19 TCW",626.5,895,14K Gold,White,"Round Blue Sapphire 0.17, Round Diamond 0.02",Necklace and Pendant,0.19,Round Blue Sapphire,0.17,Sapphire,Blue,Round,Round Diamond,0.02,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1473,"Effy Novelty 14K White Gold Sapphire and Diamond Whale Tails Ring, 0.18 TCW",836.5,1195,14K Gold,White,"Round Blue Sapphire 0.12, Round Diamond 0.06,",Rings,0.18,Round Blue Sapphire,0.12,Sapphire,Blue,Round,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1474,"Effy Novelty 14K White Gold Tsavorite & Diamond Palm Tree Pendant, 0.29 TCW",805,1150,14K Gold,White,"Round Tsavorite 0.25, Round Diamond 0.04",Necklace and Pendant,0.29,Round Tsavorite,0.25,Tsavorite,,Round,Round Diamond,0.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
1475,"Effy Novelty 14K Yellow Gold Diamond and Enamel Evil Eye Pendant, 0.15 TCW",897.5,1795,14K Gold,Yellow,"Round Diamond 0.15,16"" Chain Included. Pendant Length 3/8""",Necklace and Pendant,0.15,Round Diamond,0.15,Diamond,,Round,"16"" Chain Included. Pendant Length",3,,,,,,,,,,,,,,,,,,,,,,,
1476,"Effy Novelty 14K Yellow Gold Diamond Bee Pendant, 0.26 TCW",1606.5,2295,14K Gold,Yellow,Round Diamond 0.26,Necklace and Pendant,0.26,Round Diamond,0.26,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1477,"Effy Novelty 14K Yellow Gold Diamond Bracelet, 0.09 TCW",906.5,1295,14K Gold,Yellow,Round Diamond 0.09,Bracelets,0.09,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1478,"Effy Novelty 14K Yellow Gold Diamond Chinese Fu Blessing Pendant, 0.09 TCW",906.5,1295,14K Gold,Yellow,Round Diamond 0.09,Necklace and Pendant,0.09,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1479,"Effy Novelty 14K Yellow Gold Diamond Crescent Moon Pendant, 0.13 TCW",766.5,1095,14K Gold,Yellow,Round Diamond 0.13,Necklace and Pendant,0.13,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1480,"Effy Novelty 14K Yellow Gold Diamond Cross Necklace, 0.09 TCW",836.5,1195,14K Gold,Yellow,Round Diamond 0.09,Necklace and Pendant,0.09,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1481,"Effy Novelty 14K Yellow Gold Diamond Cross Pendant, 0.22 TCW",836.5,1195,14K Gold,Yellow,"Round Diamond 0.22,18"" Chain Included. Pendant 1/2""",Necklace and Pendant,0.22,Round Diamond,0.22,Diamond,,Round,"18"" Chain Included. Pendant",1,,,,,,,,,,,,,,,,,,,,,,,
1482,"Effy Novelty 14K Yellow Gold Diamond Infinity Bracelet, 0.12 TCW",626.5,895,14K Gold,Yellow,"Round Diamond 0.12,",Bracelets,0.12,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
1483,"Effy Novelty 14K Yellow Gold Diamond Nautical Necklace, 0.18 TCW",1767.5,2525,14K Gold,White,Round Diamond 0.18,Necklace and Pendant,0.18,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
